alert_id,rule_id,customer_key,date_key,score,score_gbm,is_true_positive,split,priority,score_percentile,tier
R001-450-94,R001,450,94,0.017048369145519337,1.3621518287864343e-06,0,train,review,0.7077,T2_five_day
R001-450-108,R001,450,108,0.3824246606290478,8.114962694625168e-07,0,train,review,0.9054,T1_same_day
R001-450-109,R001,450,109,0.2542806635706083,1.2073064102590369e-06,0,train,review,0.8851,T2_five_day
R001-450-111,R001,450,111,0.25367318440238806,1.626056405807128e-06,0,train,review,0.885,T2_five_day
R001-518-104,R001,518,104,0.8986109604415613,4.612934390675352e-06,0,train,review,0.9541,T1_same_day
R001-518-107,R001,518,107,0.8479212718395533,3.0880518907877244e-06,0,train,review,0.9471,T1_same_day
R001-518-109,R001,518,109,0.8496328368630305,1.8810035996591912e-06,0,train,review,0.9472,T1_same_day
R001-518-117,R001,518,117,0.9113416704270432,5.73204619307102e-06,0,train,review,0.9563,T1_same_day
R001-518-118,R001,518,118,0.908396978186173,7.498275409737369e-06,0,train,review,0.9559,T1_same_day
R001-518-124,R001,518,124,0.9598060839668225,1.8681689697682635e-05,0,valid,review,0.9662,T1_same_day
R001-568-33,R001,568,33,4.729645872433014e-05,2.4477265386499853e-08,0,train,review,0.1757,T3_thirty_day
R001-568-46,R001,568,46,0.00020214502926101718,2.2829134508149365e-07,0,train,review,0.2814,T3_thirty_day
R001-695-141,R001,695,141,0.9595809670842278,1.737736537001697e-05,0,valid,review,0.9661,T1_same_day
R001-695-144,R001,695,144,0.961071027468156,2.1757865674991186e-05,0,valid,review,0.9665,T1_same_day
R001-695-156,R001,695,156,0.9302494282671114,1.4349657666694884e-05,0,holdout,review,0.9591,T1_same_day
R001-720-107,R001,720,107,0.4735901574211137,2.9640667795646055e-06,0,train,review,0.9171,T1_same_day
R001-720-109,R001,720,109,0.8399176006931816,2.331401824948388e-06,0,train,review,0.946,T1_same_day
R001-720-111,R001,720,111,0.7510257054322207,7.769740469851335e-07,0,train,review,0.9389,T1_same_day
R001-720-121,R001,720,121,0.788493014451236,2.3385115036841236e-06,0,valid,review,0.9418,T1_same_day
R001-720-122,R001,720,122,0.8468234472836875,2.1297189837988296e-06,0,valid,review,0.947,T1_same_day
R001-720-123,R001,720,123,0.8539246174523727,3.6912046438525598e-06,0,valid,review,0.9479,T1_same_day
R001-720-127,R001,720,127,0.858337674360348,4.688907653782281e-06,0,valid,review,0.9483,T1_same_day
R001-720-129,R001,720,129,0.8645695752319924,3.3651606651155932e-06,0,valid,review,0.9493,T1_same_day
R001-720-131,R001,720,131,0.8586795179904442,4.712465967991186e-06,0,valid,review,0.9483,T1_same_day
R001-727-37,R001,727,37,4.241488093408092e-05,3.1879271360694284e-08,0,train,review,0.1691,T3_thirty_day
R001-727-40,R001,727,40,2.017351402607735e-05,3.041509770585501e-08,0,train,deferred,0.1276,T3_thirty_day
R001-727-50,R001,727,50,2.552829956268285e-06,7.399392570073817e-08,0,train,deferred,0.0576,T3_thirty_day
R001-727-56,R001,727,56,6.371501631205274e-06,4.378346810231466e-08,0,train,deferred,0.0824,T3_thirty_day
R001-727-57,R001,727,57,8.209612294985198e-06,6.416918029384289e-08,0,train,deferred,0.0915,T3_thirty_day
R001-755-2,R001,755,2,0.00013038725387126677,9.438229147909065e-08,0,train,review,0.2463,T3_thirty_day
R001-755-69,R001,755,69,0.0012711201999667274,5.7995684783805905e-08,0,train,review,0.4522,T3_thirty_day
R001-755-96,R001,755,96,0.0012410130526323037,3.0641187911104696e-07,0,train,review,0.4494,T3_thirty_day
R001-763-49,R001,763,49,0.004468557555174831,9.549903381083828e-07,0,train,review,0.5793,T3_thirty_day
R001-763-166,R001,763,166,4.470283053102932e-06,3.0013751148515895e-08,0,holdout,deferred,0.0715,T3_thirty_day
R001-776-99,R001,776,99,0.07203628849902778,1.4404382558395771e-06,0,train,review,0.8134,T2_five_day
R001-776-104,R001,776,104,0.2025055798467593,1.308002334964628e-06,0,train,review,0.8742,T2_five_day
R001-776-106,R001,776,106,0.2753136445367417,2.8784117904701275e-06,0,train,review,0.8892,T2_five_day
R001-776-107,R001,776,107,0.360006388592103,2.790277317880548e-06,0,train,review,0.903,T1_same_day
R001-776-113,R001,776,113,0.44322943454065344,1.6366392334475771e-06,0,train,review,0.9134,T1_same_day
R001-776-115,R001,776,115,0.38560734345643677,1.568566801885864e-06,0,train,review,0.906,T1_same_day
R001-776-119,R001,776,119,0.38529172429913044,1.972634690980256e-06,0,train,review,0.9059,T1_same_day
R001-776-123,R001,776,123,0.4733594973112897,5.124824501877119e-06,0,valid,review,0.917,T1_same_day
R001-793-71,R001,793,71,0.011286456214811148,7.614536214004026e-08,0,train,review,0.668,T2_five_day
R001-793-158,R001,793,158,0.005465430638861872,1.090155385750234e-07,0,holdout,review,0.6002,T2_five_day
R001-810-110,R001,810,110,0.48694842768461455,4.887334118932544e-06,0,train,review,0.9182,T1_same_day
R001-810-111,R001,810,111,0.7759004742275774,6.169580445156906e-06,0,train,review,0.9408,T1_same_day
R001-840-110,R001,840,110,0.0022427398526290382,7.123161009090621e-08,0,train,review,0.5109,T3_thirty_day
R001-840-111,R001,840,111,0.00102382452199503,7.54029124812856e-08,0,train,review,0.4306,T3_thirty_day
R001-859-99,R001,859,99,0.0007714953804603337,3.0995332701819174e-08,0,train,review,0.4008,T3_thirty_day
R001-868-19,R001,868,19,0.8522301179530685,0.9999992908656553,1,train,review,0.9474,T1_same_day
R001-868-20,R001,868,20,0.9558938650216802,0.9999997132528399,1,train,review,0.9652,T1_same_day
R001-868-23,R001,868,23,0.9569256881187946,0.9999997377092267,1,train,review,0.9655,T1_same_day
R001-868-29,R001,868,29,0.9490236220380184,0.9999996730285837,1,train,review,0.9634,T1_same_day
R001-868-30,R001,868,30,0.9418622948266763,0.9999996774680587,1,train,review,0.9615,T1_same_day
R001-868-32,R001,868,32,0.9393735753835775,0.9999999095932643,1,train,review,0.9607,T1_same_day
R001-868-39,R001,868,39,0.9809029551228317,0.9999998720677473,1,train,review,0.9742,T1_same_day
R001-868-44,R001,868,44,0.9784193010621052,0.9999996980065818,1,train,review,0.9728,T1_same_day
R001-877-34,R001,877,34,0.9431796283249221,0.9999996312617986,1,train,review,0.9618,T1_same_day
R001-877-44,R001,877,44,0.9691685686763954,0.9999997850266038,1,train,review,0.9695,T1_same_day
R001-877-45,R001,877,45,0.9638869966570639,0.99999982602239,1,train,review,0.9677,T1_same_day
R001-877-46,R001,877,46,0.9615258375512971,0.9999997985453075,1,train,review,0.9667,T1_same_day
R001-877-54,R001,877,54,0.9667379514395354,0.9999998545750592,1,train,review,0.9685,T1_same_day
R001-877-57,R001,877,57,0.9719168996799685,0.999999874914867,1,train,review,0.9706,T1_same_day
R001-877-59,R001,877,59,0.9480315472051191,0.9999998579274152,1,train,review,0.9631,T1_same_day
R001-877-60,R001,877,60,0.9432471029069543,0.9999998731289678,1,train,review,0.9618,T1_same_day
R001-877-62,R001,877,62,0.9170616830670006,0.9999997140455951,1,train,review,0.9571,T1_same_day
R001-901-94,R001,901,94,6.925614077124013e-05,1.0590886845343978e-07,0,train,review,0.1991,T3_thirty_day
R001-901-141,R001,901,141,0.0010750992318713935,2.299904391604272e-07,0,valid,review,0.435,T3_thirty_day
R001-901-159,R001,901,159,0.00010448902508054484,2.67292334396658e-07,0,holdout,review,0.2291,T3_thirty_day
R001-946-13,R001,946,13,0.0006878173375245647,2.204905774089588e-08,0,train,review,0.3893,T3_thirty_day
R001-946-98,R001,946,98,0.00013940071487493545,4.0680702670546264e-08,0,train,review,0.2507,T3_thirty_day
R001-995-91,R001,995,91,0.00039658220883411605,5.978883757875344e-07,0,train,review,0.3399,T3_thirty_day
R001-995-129,R001,995,129,0.00020835391810887513,1.5670658693402377e-07,0,valid,review,0.2842,T3_thirty_day
R001-1011-105,R001,1011,105,0.009109431678912728,7.687598986180087e-08,0,train,review,0.6483,T2_five_day
R001-1015-39,R001,1015,39,4.0481252468302755e-05,6.13544306953418e-08,0,train,review,0.1662,T3_thirty_day
R001-1031-127,R001,1031,127,0.9945272382822207,0.9561796349555329,1,valid,review,0.9828,T1_same_day
R001-1094-23,R001,1094,23,0.01014153102158052,3.3405039026220042e-06,0,train,review,0.6579,T2_five_day
R001-1094-143,R001,1094,143,0.00014983617366442638,0.00020689679222734588,0,valid,review,0.2565,T3_thirty_day
R001-1104-162,R001,1104,162,0.008340459016985973,0.19221937192891284,0,holdout,review,0.6404,T2_five_day
R001-1127-53,R001,1127,53,4.799241990814481e-06,2.1537412944718308e-08,0,train,deferred,0.0735,T3_thirty_day
R001-1158-134,R001,1158,134,0.8862320814566467,0.00048503918133392735,0,valid,review,0.9525,T1_same_day
R001-1158-136,R001,1158,136,0.9180227276801919,0.00019612190003203732,0,valid,review,0.9573,T1_same_day
R001-1158-141,R001,1158,141,0.9303719842731529,0.00015895703785031456,0,valid,review,0.9591,T1_same_day
R001-1158-143,R001,1158,143,0.9027235083963863,0.0001928928201747828,0,valid,review,0.9548,T1_same_day
R001-1158-144,R001,1158,144,0.9220858141744582,0.00013216679187561821,0,valid,review,0.9581,T1_same_day
R001-1255-46,R001,1255,46,0.5753697509928263,1.7331439829271572e-05,0,train,review,0.9268,T1_same_day
R001-1255-70,R001,1255,70,0.9411683736441399,2.1248228495680687e-06,0,train,review,0.9611,T1_same_day
R001-1285-104,R001,1285,104,0.0008554919602956394,1.1272508217223038e-07,0,train,review,0.4115,T3_thirty_day
R001-1363-111,R001,1363,111,0.9708039971614157,0.9999988386381015,1,train,review,0.9701,T1_same_day
R001-1363-116,R001,1363,116,0.9010161836892434,0.9999992314385564,1,train,review,0.9545,T1_same_day
R001-1363-118,R001,1363,118,0.9466411893755788,0.9999991371063791,1,train,review,0.9626,T1_same_day
R001-1363-120,R001,1363,120,0.932594252418184,0.9999990890987263,1,train,review,0.9595,T1_same_day
R001-1363-121,R001,1363,121,0.9481760972222106,0.9999984573670965,1,valid,review,0.9631,T1_same_day
R001-1363-123,R001,1363,123,0.9636002983473776,0.9999864502827145,1,valid,review,0.9676,T1_same_day
R001-1363-132,R001,1363,132,0.8428441627416136,0.9999975416065615,1,valid,review,0.9465,T1_same_day
R001-1363-133,R001,1363,133,0.8603227140251717,0.9999973814061595,1,valid,review,0.9486,T1_same_day
R001-1469-102,R001,1469,102,0.9527638549837186,0.9999997405969632,1,train,review,0.9644,T1_same_day
R001-1469-104,R001,1469,104,0.9750570770247959,0.9999997404688307,1,train,review,0.9718,T1_same_day
R001-1469-105,R001,1469,105,0.9708222362829106,0.9999997645627602,1,train,review,0.9701,T1_same_day
R001-1469-106,R001,1469,106,0.9662999105844858,0.999999735588593,1,train,review,0.9684,T1_same_day
R001-1469-107,R001,1469,107,0.9800963380133859,0.9999997654270956,1,train,review,0.9739,T1_same_day
R001-1469-110,R001,1469,110,0.9841043454572171,0.9999997128931635,1,train,review,0.9758,T1_same_day
R001-1469-111,R001,1469,111,0.9849774449251149,0.9999997053149698,1,train,review,0.9764,T1_same_day
R001-1469-116,R001,1469,116,0.9820009226638678,0.9999997154726054,1,train,review,0.9747,T1_same_day
R001-1469-124,R001,1469,124,0.9869076468663337,0.9999987106997138,1,valid,review,0.9774,T1_same_day
R001-1477-141,R001,1477,141,0.00041208268313694396,4.239945146731681e-08,0,valid,review,0.3433,T3_thirty_day
R001-1520-25,R001,1520,25,0.0011920130258604186,2.125080684549225e-07,0,train,review,0.446,T3_thirty_day
R001-1552-138,R001,1552,138,0.01290112126900711,0.2052624851765471,1,valid,review,0.6815,T2_five_day
R001-1552-144,R001,1552,144,0.12156586136019298,0.19598964372230968,1,valid,review,0.8463,T2_five_day
R001-1552-150,R001,1552,150,0.058792602955299,0.14661513174705398,1,valid,review,0.7991,T2_five_day
R001-1552-157,R001,1552,157,0.21257644501056142,0.0789050281516869,1,holdout,review,0.8765,T2_five_day
R001-1552-158,R001,1552,158,0.19386656394642046,0.06076818862148764,1,holdout,review,0.8718,T2_five_day
R001-1552-165,R001,1552,165,0.3882948187105181,0.08904869926453,1,holdout,review,0.9064,T1_same_day
R001-1562-124,R001,1562,124,7.547021119824853e-06,2.5104418496087056e-08,0,valid,deferred,0.0881,T3_thirty_day
R001-1620-32,R001,1620,32,6.761022262490218e-05,8.283162937733347e-08,0,train,review,0.1978,T3_thirty_day
R001-1658-145,R001,1658,145,0.9679426905050567,0.9999954287324311,1,valid,review,0.9691,T1_same_day
R001-1658-147,R001,1658,147,0.9875318176004753,0.9999938552884716,1,valid,review,0.9776,T1_same_day
R001-1658-151,R001,1658,151,0.9865948259900076,0.9999904805247863,1,holdout,review,0.9772,T1_same_day
R001-1658-158,R001,1658,158,0.9760521793014879,0.9999891517658128,1,holdout,review,0.9721,T1_same_day
R001-1658-159,R001,1658,159,0.9780389637998045,0.9999796226313138,1,holdout,review,0.9727,T1_same_day
R001-1658-165,R001,1658,165,0.9610379319473408,0.9999469891192372,1,holdout,review,0.9665,T1_same_day
R001-1658-168,R001,1658,168,0.9668412977815897,0.9999361581596555,1,holdout,review,0.9686,T1_same_day
R001-1658-169,R001,1658,169,0.9669580772795443,0.9999624101336207,1,holdout,review,0.9686,T1_same_day
R001-1658-171,R001,1658,171,0.9691419886999195,0.9999806989497548,1,holdout,review,0.9694,T1_same_day
R001-1662-92,R001,1662,92,0.9985519739968771,0.999998789657989,1,train,review,0.9889,T1_same_day
R001-1662-100,R001,1662,100,0.8345199082404289,0.9999995989206,1,train,review,0.9455,T1_same_day
R001-1668-41,R001,1668,41,8.259133895490544e-05,4.437469888149222e-07,0,train,review,0.2124,T3_thirty_day
R001-1731-134,R001,1731,134,0.6489341890860102,0.999930285480381,0,valid,review,0.9321,T1_same_day
R001-1731-135,R001,1731,135,0.8827073180682973,0.999924297058374,0,valid,review,0.952,T1_same_day
R001-1731-138,R001,1731,138,0.8845933173933134,0.9999847181719104,0,valid,review,0.9523,T1_same_day
R001-1731-140,R001,1731,140,0.9765262277838053,0.9999902485943912,0,valid,review,0.9723,T1_same_day
R001-1731-147,R001,1731,147,0.9960361992882338,0.9999954766442886,0,valid,review,0.9841,T1_same_day
R001-1731-148,R001,1731,148,0.9958103574122632,0.9999957198993152,0,valid,review,0.984,T1_same_day
R001-1731-150,R001,1731,150,0.9967634916193321,0.9999951716485203,0,valid,review,0.9855,T1_same_day
R001-1731-153,R001,1731,153,0.9976696068118102,0.9999957266274351,0,holdout,review,0.9873,T1_same_day
R001-1731-162,R001,1731,162,0.9914763546407485,0.9999938833577352,0,holdout,review,0.9801,T1_same_day
R001-1739-146,R001,1739,146,0.0005465429355891104,8.859770651771752e-08,0,valid,review,0.3679,T3_thirty_day
R001-1750-126,R001,1750,126,1.0124975720150846e-05,5.3201701714547144e-08,0,valid,deferred,0.0984,T3_thirty_day
R001-1818-121,R001,1818,121,0.0068323485245906064,5.556844717619725e-08,0,valid,review,0.6217,T2_five_day
R001-1818-124,R001,1818,124,0.013019778669149969,5.803644958792317e-08,0,valid,review,0.6824,T2_five_day
R001-1818-125,R001,1818,125,0.007206965266493158,6.249867453475708e-08,0,valid,review,0.6267,T2_five_day
R001-1818-129,R001,1818,129,0.017726469794575966,5.19745026937961e-08,0,valid,review,0.711,T2_five_day
R001-1818-131,R001,1818,131,0.0068329428047864725,4.6264370778187666e-08,0,valid,review,0.6218,T2_five_day
R001-1822-121,R001,1822,121,1.0051107620067665e-06,1.1444339829207468e-07,0,valid,deferred,0.0393,T3_thirty_day
R001-1840-72,R001,1840,72,0.8863679886889808,3.524648010000753e-06,0,train,review,0.9526,T1_same_day
R001-1840-75,R001,1840,75,0.9313810018379397,7.398515291818986e-07,0,train,review,0.9593,T1_same_day
R001-1840-76,R001,1840,76,0.8964960314616043,6.044275870543436e-07,0,train,review,0.9537,T1_same_day
R001-1840-81,R001,1840,81,0.7979030811810809,1.3454493617414207e-06,0,train,review,0.9427,T1_same_day
R001-1840-85,R001,1840,85,0.9429509541567159,5.300477235302511e-07,0,train,review,0.9617,T1_same_day
R001-1840-87,R001,1840,87,0.9452290761055394,5.95196916839686e-07,0,train,review,0.9622,T1_same_day
R001-1840-88,R001,1840,88,0.9619329383488899,5.947358906501254e-07,0,train,review,0.9669,T1_same_day
R001-1855-4,R001,1855,4,0.024163592475173672,1.4538307698193616e-07,0,train,review,0.7365,T2_five_day
R001-1891-130,R001,1891,130,0.6618029039793126,8.215608267510914e-05,0,valid,review,0.9333,T1_same_day
R001-1891-131,R001,1891,131,0.8708146512816423,3.035379603565173e-05,0,valid,review,0.9502,T1_same_day
R001-1891-134,R001,1891,134,0.871700740288486,4.481808664747779e-05,0,valid,review,0.9505,T1_same_day
R001-1891-144,R001,1891,144,0.8562403578593295,5.304805385861597e-05,0,valid,review,0.9482,T1_same_day
R001-1891-145,R001,1891,145,0.8468725429265548,5.248976201043308e-05,0,valid,review,0.947,T1_same_day
R001-1891-146,R001,1891,146,0.7484079472072293,3.9271036355246386e-05,0,valid,review,0.9387,T1_same_day
R001-1891-153,R001,1891,153,0.8679175489971829,6.797248578483363e-05,0,holdout,review,0.9497,T1_same_day
R001-1945-105,R001,1945,105,0.9416576762497305,0.9999991162768103,1,train,review,0.9613,T1_same_day
R001-1988-30,R001,1988,30,0.0014027269922953546,6.994496287107696e-08,0,train,review,0.4622,T3_thirty_day
R001-2031-67,R001,2031,67,0.47384541568521127,3.9429130425125373e-07,0,train,review,0.9172,T1_same_day
R001-2031-71,R001,2031,71,0.5672938851351067,1.7261523603570053e-07,0,train,review,0.9261,T1_same_day
R001-2031-76,R001,2031,76,0.11266787736638703,1.0502210700489904e-06,0,train,review,0.8423,T2_five_day
R001-2031-89,R001,2031,89,0.12838051275009427,5.3602489770015476e-06,0,train,review,0.8498,T2_five_day
R001-2048-57,R001,2048,57,7.690500173259602e-05,2.4799199390478505e-07,0,train,review,0.2067,T3_thirty_day
R001-2052-106,R001,2052,106,0.001416608425024452,7.918763930470958e-08,0,train,review,0.4633,T3_thirty_day
R001-2116-33,R001,2116,33,6.064043751664655e-07,3.302572489270601e-08,0,train,deferred,0.0311,T3_thirty_day
R001-2166-139,R001,2166,139,0.0030433493141185344,6.843043532162966e-08,0,valid,review,0.5406,T3_thirty_day
R001-2235-161,R001,2235,161,0.009123572300307487,0.011455998381034328,0,holdout,review,0.6483,T2_five_day
R001-2235-162,R001,2235,162,0.0042951919236650735,0.04355037967683518,0,holdout,review,0.5751,T3_thirty_day
R001-2235-163,R001,2235,163,0.014830457096786868,0.10715389885210586,0,holdout,review,0.695,T2_five_day
R001-2262-118,R001,2262,118,6.764138383586796e-06,4.50304220960605e-08,0,train,deferred,0.0844,T3_thirty_day
R001-2302-31,R001,2302,31,0.025852965731891567,3.1478363711618405e-06,0,train,review,0.7412,T2_five_day
R001-2302-35,R001,2302,35,0.07044794155925048,5.039879965085323e-06,0,train,review,0.8117,T2_five_day
R001-2302-36,R001,2302,36,0.05168228142961535,4.263520299294867e-06,0,train,review,0.7907,T2_five_day
R001-2302-37,R001,2302,37,0.015892770016405475,6.259210507614032e-07,0,train,review,0.7009,T2_five_day
R001-2302-46,R001,2302,46,0.055581591964251484,3.0005129197073164e-06,0,train,review,0.7955,T2_five_day
R001-2302-54,R001,2302,54,0.008196094206180438,1.3657195246456928e-06,0,train,review,0.6388,T2_five_day
R001-2302-55,R001,2302,55,0.0030752654704703816,2.4287096408282453e-06,0,train,review,0.5419,T3_thirty_day
R001-2347-141,R001,2347,141,0.0006064664672433081,8.028349860376998e-08,0,valid,review,0.3774,T3_thirty_day
R001-2363-14,R001,2363,14,0.2352392475578234,2.2449610423641076e-05,0,train,review,0.8817,T2_five_day
R001-2363-16,R001,2363,16,0.2596285208278088,1.8164512500332497e-06,0,train,review,0.8867,T2_five_day
R001-2363-20,R001,2363,20,0.39792429514959154,3.3867097533747056e-06,0,train,review,0.9074,T1_same_day
R001-2363-22,R001,2363,22,0.4928369097212203,2.084506364445285e-06,0,train,review,0.9189,T1_same_day
R001-2363-23,R001,2363,23,0.3079050242285106,4.0779721136856805e-06,0,train,review,0.8948,T2_five_day
R001-2363-25,R001,2363,25,0.2047070633544931,1.2199594515759743e-05,0,train,review,0.875,T2_five_day
R001-2363-27,R001,2363,27,0.2777732293872369,5.480514203397231e-06,0,train,review,0.8896,T2_five_day
R001-2363-34,R001,2363,34,0.6312554772758877,3.84665141486161e-06,0,train,review,0.9309,T1_same_day
R001-2363-35,R001,2363,35,0.7127609705196397,2.7645287113982847e-06,0,train,review,0.9365,T1_same_day
R001-2365-86,R001,2365,86,0.0004541418241971666,2.845320371774827e-06,0,train,review,0.3521,T3_thirty_day
R001-2411-165,R001,2411,165,0.05882870980438408,1.2577294026852344e-07,0,holdout,review,0.7992,T2_five_day
R001-2412-137,R001,2412,137,0.0020277544233090598,5.903659902145452e-07,0,valid,review,0.5011,T3_thirty_day
R001-2466-36,R001,2466,36,7.827856216898774e-05,2.5053473754334242e-08,0,train,review,0.2081,T3_thirty_day
R001-2472-121,R001,2472,121,0.01425384405802768,1.0478777495833549e-05,0,valid,review,0.6912,T2_five_day
R001-2472-125,R001,2472,125,0.013489138523110487,2.4552087511567964e-05,0,valid,review,0.6858,T2_five_day
R001-2472-127,R001,2472,127,0.015018969746674663,3.33795488923271e-05,0,valid,review,0.6966,T2_five_day
R001-2472-131,R001,2472,131,0.02580776831406908,0.00016457867459454016,0,valid,review,0.7411,T2_five_day
R001-2472-137,R001,2472,137,0.09256973616221852,0.0007050914181732673,0,valid,review,0.8298,T2_five_day
R001-2472-138,R001,2472,138,0.038707477562652616,6.108199083668667e-05,0,valid,review,0.7709,T2_five_day
R001-2508-30,R001,2508,30,0.058275224717599196,3.761961106770025e-08,0,train,review,0.7983,T2_five_day
R001-2510-53,R001,2510,53,0.004762504745155118,9.479118083966167e-08,0,train,review,0.5857,T3_thirty_day
R001-2538-105,R001,2538,105,0.00010692143431399654,4.88191452489558e-08,0,train,review,0.2307,T3_thirty_day
R001-2538-107,R001,2538,107,0.0001210315719512889,1.4571418886296812e-07,0,train,review,0.2402,T3_thirty_day
R001-2538-144,R001,2538,144,2.3345737678717638e-05,5.014897418736883e-08,0,valid,deferred,0.136,T3_thirty_day
R001-2552-4,R001,2552,4,3.177751298580185e-05,1.3238405760599776e-08,0,train,deferred,0.1529,T3_thirty_day
R001-2591-156,R001,2591,156,0.00018386040573080563,5.309795504237824e-06,0,holdout,review,0.273,T3_thirty_day
R001-2594-136,R001,2594,136,0.40513084405481437,0.5476551329569124,0,valid,review,0.9087,T1_same_day
R001-2594-144,R001,2594,144,0.3099858684327895,0.14053439922336874,0,valid,review,0.8952,T2_five_day
R001-2594-148,R001,2594,148,0.30789196379335093,0.16061964914395907,0,valid,review,0.8948,T2_five_day
R001-2594-151,R001,2594,151,0.3242060893122095,0.16180243214647463,0,holdout,review,0.8976,T2_five_day
R001-2594-152,R001,2594,152,0.22148609285820284,0.16975412198212586,0,holdout,review,0.8786,T2_five_day
R001-2594-154,R001,2594,154,0.19445112429009925,0.17667360478578814,0,holdout,review,0.872,T2_five_day
R001-2594-159,R001,2594,159,0.28830184258873676,0.1764795795959645,0,holdout,review,0.8913,T2_five_day
R001-2594-162,R001,2594,162,0.15748155379460618,0.17157521702651493,0,holdout,review,0.8607,T2_five_day
R001-2613-179,R001,2613,179,0.0055503813246908775,8.60400084806169e-08,0,holdout,review,0.6019,T2_five_day
R001-2637-104,R001,2637,104,1.6046380861871082e-05,1.630641622136636e-07,0,train,deferred,0.117,T3_thirty_day
R001-2637-122,R001,2637,122,1.0050026110752872e-06,5.127314228216581e-07,0,valid,deferred,0.0393,T3_thirty_day
R001-2642-51,R001,2642,51,0.48191430177086997,9.67397547892537e-07,0,train,review,0.9177,T1_same_day
R001-2647-143,R001,2647,143,0.5804101112920619,1.988336974294557e-06,0,valid,review,0.9271,T1_same_day
R001-2647-144,R001,2647,144,0.8190830764693203,9.463644049925041e-07,0,valid,review,0.9444,T1_same_day
R001-2647-145,R001,2647,145,0.8187963191383031,5.807854850805888e-07,0,valid,review,0.9444,T1_same_day
R001-2647-147,R001,2647,147,0.8271289286988665,6.126638556410325e-07,0,valid,review,0.945,T1_same_day
R001-2647-148,R001,2647,148,0.8181818532704853,2.3202071756678344e-06,0,valid,review,0.9443,T1_same_day
R001-2647-149,R001,2647,149,0.7454175374973091,2.1554356535150344e-06,0,valid,review,0.9385,T1_same_day
R001-2647-158,R001,2647,158,0.8986819443239729,3.7026388513488385e-07,0,holdout,review,0.9541,T1_same_day
R001-2655-23,R001,2655,23,0.9414231897355597,0.9999989749227255,1,train,review,0.9613,T1_same_day
R001-2655-25,R001,2655,25,0.9760004107563914,0.9999992759275991,1,train,review,0.9721,T1_same_day
R001-2655-29,R001,2655,29,0.9523492158985988,0.9999994033888151,1,train,review,0.9643,T1_same_day
