customer_key,week_index,week_start_date,n_txn,total_value,credit_value,debit_value,cash_credit_value,high_risk_value,distinct_counterparties
6,25,2026-02-23,5,6409.599999999999,1599.46,4810.139999999999,0.0,0.0,5
7,0,2025-09-01,8,7158.4,1216.8999999999999,5941.5,66.34,4869.32,8
7,1,2025-09-08,7,17745.55,2215.35,15530.2,0.0,15043.740000000002,7
7,2,2025-09-17,2,500.5,0.0,500.5,0.0,0.0,2
7,4,2025-09-30,5,711.69,0.0,711.69,0.0,0.0,5
7,5,2025-10-09,5,19142.66,0.0,19142.66,0.0,18312.07,5
7,6,2025-10-17,1,11568.82,0.0,11568.82,0.0,11568.82,1
7,7,2025-10-20,6,2152.68,983.8199999999999,1168.86,0.0,0.0,6
7,8,2025-10-27,4,6630.9800000000005,0.0,6630.9800000000005,0.0,6362.26,4
7,9,2025-11-04,3,6858.4400000000005,0.0,6858.4400000000005,0.0,6613.1,3
7,11,2025-11-17,5,10135.85,269.12,9866.73,0.0,8363.52,5
7,12,2025-11-24,1,18170.11,0.0,18170.11,0.0,18170.11,1
7,13,2025-12-02,3,18657.300000000003,125.77,18531.530000000002,0.0,18489.65,3
7,14,2025-12-08,3,1015.2,0.0,1015.2,0.0,0.0,3
7,15,2025-12-15,4,10254.039999999999,0.0,10254.039999999999,0.0,9922.64,4
7,16,2025-12-22,3,957.5,65.02,892.48,0.0,0.0,3
7,18,2026-01-05,1,200.25,0.0,200.25,0.0,0.0,1
7,19,2026-01-15,2,116.34,0.0,116.34,0.0,0.0,2
7,20,2026-01-20,1,80.13,80.13,0.0,80.13,0.0,1
7,21,2026-01-26,5,1428.54,532.97,895.5699999999999,0.0,0.0,5
7,22,2026-02-03,4,484.22,188.93,295.29,0.0,0.0,4
7,23,2026-02-09,4,432.23,20.51,411.72,0.0,0.0,4
7,24,2026-02-19,4,891.11,0.0,891.11,0.0,0.0,4
7,25,2026-02-23,1,29.95,0.0,29.95,0.0,0.0,1
12,0,2025-09-02,9,8847.68,8725.720000000001,121.96,3982.08,0.0,9
12,1,2025-09-08,6,17550.47,17550.47,0.0,16382.539999999999,0.0,6
12,2,2025-09-15,13,29610.8,28101.47,1509.33,28043.05,0.0,13
12,3,2025-09-22,9,42435.51,41979.12,456.39,41920.95,0.0,9
12,4,2025-09-29,12,20162.64,18759.23,1403.4099999999999,18170.18,0.0,12
12,5,2025-10-06,11,33974.75,33752.34,222.41,33170.38,0.0,11
12,6,2025-10-13,11,23665.809999999998,22845.13,820.68,21320.09,0.0,11
12,7,2025-10-21,13,39319.22,37338.49,1980.73,37250.979999999996,0.0,13
12,8,2025-10-28,19,58366.86,56338.07,2028.79,55328.87,0.0,19
12,9,2025-11-03,18,66939.13,65469.31,1469.8200000000002,65171.26,0.0,18
12,10,2025-11-10,17,35848.4,34580.65,1267.75,34525.85,0.0,17
12,11,2025-11-17,13,43595.01,43276.33,318.67999999999995,42778.78,258.24,13
12,12,2025-11-25,15,69619.75,68032.16,1587.59,66041.74,0.0,15
12,13,2025-12-01,16,51854.76,50312.21,1542.55,50102.64,0.0,16
12,14,2025-12-08,13,21283.94,20622.71,661.23,20076.89,230.47,13
12,15,2025-12-15,26,105032.71,102289.32,2743.39,101934.01,0.0,26
12,16,2025-12-22,18,52639.909999999996,51628.409999999996,1011.5,51305.56,0.0,18
12,17,2025-12-29,13,40915.630000000005,40346.560000000005,569.07,40117.36,0.0,13
12,18,2026-01-05,12,18006.86,17454.75,552.11,16758.0,0.0,12
12,19,2026-01-14,10,59972.240000000005,57894.93,2077.31,57894.93,0.0,10
12,20,2026-01-20,3,369.58,172.01,197.57,0.0,0.0,3
12,21,2026-01-26,21,110008.12,109743.0,265.12,109337.84,0.0,21
12,22,2026-02-03,13,47171.24,47067.25,103.99,45022.020000000004,0.0,13
12,23,2026-02-09,5,13884.91,13627.07,257.84,12777.67,0.0,5
12,24,2026-02-18,4,853.42,283.05,570.37,0.0,0.0,4
12,25,2026-02-23,22,28448.14,27608.06,840.08,23569.83,0.0,22
15,0,2025-09-01,8,11599.83,10567.7,1032.13,0.0,0.0,8
15,1,2025-09-09,4,5129.91,1688.88,3441.0299999999997,0.0,0.0,4
15,2,2025-09-15,4,4087.43,4087.43,0.0,0.0,0.0,4
15,3,2025-09-23,5,11237.83,11237.83,0.0,0.0,0.0,5
15,4,2025-09-30,2,2164.36,1933.53,230.83,0.0,0.0,2
15,5,2025-10-06,7,8190.58,1637.21,6553.37,0.0,0.0,7
15,6,2025-10-13,5,3070.7200000000003,1161.84,1908.88,0.0,0.0,5
15,7,2025-10-21,5,6766.200000000001,6465.9400000000005,300.26,0.0,0.0,5
15,8,2025-10-27,4,7444.8,5895.79,1549.01,0.0,0.0,4
15,9,2025-11-04,4,1491.95,1376.23,115.72,0.0,0.0,4
15,10,2025-11-11,5,5572.26,5572.26,0.0,932.68,0.0,5
15,11,2025-11-17,3,3670.9,2489.05,1181.85,0.0,0.0,3
15,12,2025-11-24,7,6539.86,2358.68,4181.18,0.0,0.0,7
15,13,2025-12-01,6,3990.02,3863.32,126.7,0.0,0.0,6
15,14,2025-12-11,3,2082.37,2082.37,0.0,0.0,0.0,3
15,15,2025-12-18,3,3537.79,2748.01,789.78,0.0,0.0,3
15,16,2025-12-22,6,5712.95,5172.06,540.89,0.0,0.0,6
15,17,2025-12-29,6,4023.1499999999996,2246.5299999999997,1776.62,0.0,0.0,6
15,18,2026-01-05,8,10691.17,8450.779999999999,2240.3900000000003,0.0,0.0,8
15,19,2026-01-13,14,23436.07,23240.95,195.12,0.0,0.0,14
15,20,2026-01-19,20,53733.05,49321.96,4411.09,0.0,0.0,20
15,21,2026-01-26,17,20492.32,18882.69,1609.6299999999999,167.41,0.0,17
15,22,2026-02-02,17,93845.2,92862.68,982.52,0.0,0.0,17
15,23,2026-02-09,8,26450.809999999998,26450.809999999998,0.0,0.0,0.0,8
15,24,2026-02-16,7,2882.2599999999998,995.37,1886.8899999999999,0.0,0.0,7
15,25,2026-02-23,5,5829.33,5661.32,168.01,0.0,0.0,5
18,0,2025-09-03,3,860.78,27.66,833.1199999999999,0.0,0.0,3
18,1,2025-09-08,5,2095.05,0.0,2095.05,0.0,0.0,5
18,2,2025-09-16,4,1252.27,108.67,1143.6,0.0,0.0,4
18,3,2025-09-22,4,2154.03,123.55,2030.48,0.0,0.0,4
18,4,2025-09-29,2,1135.3899999999999,1135.3899999999999,0.0,0.0,0.0,2
18,5,2025-10-07,3,460.12,151.27,308.85,0.0,0.0,3
18,6,2025-10-13,10,82433.05,44125.990000000005,38307.06,0.0,0.0,10
18,7,2025-10-20,3,2019.49,0.0,2019.49,0.0,0.0,3
18,8,2025-10-28,5,7731.28,6479.23,1252.05,775.6,0.0,5
18,9,2025-11-03,8,2072.2200000000003,0.0,2072.2200000000003,0.0,0.0,8
18,10,2025-11-12,1,157.0,0.0,157.0,0.0,0.0,1
18,11,2025-11-19,4,54276.62,34205.89,20070.730000000003,0.0,0.0,4
18,12,2025-11-24,3,44827.32,8651.06,36176.26,0.0,0.0,3
18,13,2025-12-05,1,1604.08,1604.08,0.0,0.0,0.0,1
18,14,2025-12-11,2,1571.42,0.0,1571.42,0.0,0.0,2
18,15,2025-12-15,1,110.89,0.0,110.89,0.0,0.0,1
18,16,2025-12-22,4,2712.9900000000002,542.6,2170.39,542.6,0.0,4
18,17,2025-12-29,2,438.65999999999997,0.0,438.65999999999997,0.0,0.0,2
18,18,2026-01-05,2,168.41000000000003,0.0,168.41000000000003,0.0,0.0,2
18,19,2026-01-12,2,1316.6100000000001,0.0,1316.6100000000001,0.0,0.0,2
18,20,2026-01-22,1,141.82,141.82,0.0,0.0,0.0,1
18,21,2026-01-26,6,272684.33999999997,170973.86,101710.48,0.0,0.0,6
18,22,2026-02-02,2,2195.8900000000003,0.0,2195.8900000000003,0.0,0.0,2
18,23,2026-02-09,5,2092.7799999999997,198.87,1893.9099999999999,0.0,0.0,5
18,24,2026-02-20,4,30728.83,30450.39,278.44,0.0,0.0,4
18,25,2026-02-23,5,29874.039999999997,752.69,29121.35,0.0,0.0,5
20,0,2025-09-03,3,309.59000000000003,173.09,136.5,0.0,0.0,3
20,1,2025-09-08,4,15291.76,127.25,15164.51,0.0,0.0,4
20,2,2025-09-16,2,15051.93,51.93,15000.0,51.93,0.0,2
20,3,2025-09-22,3,15547.48,0.0,15547.48,0.0,0.0,3
20,4,2025-09-29,6,31363.49,650.41,30713.08,0.0,0.0,5
20,5,2025-10-08,2,141.4,0.0,141.4,0.0,0.0,2
20,6,2025-10-15,4,15451.97,0.0,15451.97,0.0,0.0,4
20,7,2025-10-24,3,358.11,226.9,131.20999999999998,0.0,0.0,3
20,8,2025-10-28,4,45044.61,0.0,45044.61,0.0,0.0,2
20,9,2025-11-03,2,184.91,0.0,184.91,0.0,0.0,2
20,10,2025-11-10,9,16208.51,319.8,15888.71,0.0,0.0,9
20,11,2025-11-18,4,715.91,0.0,715.91,0.0,0.0,4
20,12,2025-11-26,3,506.29,506.29,0.0,0.0,0.0,3
20,13,2025-12-03,7,1583.26,331.07,1252.19,0.0,0.0,7
20,14,2025-12-08,5,2462.12,1739.54,722.58,0.0,0.0,5
20,15,2025-12-17,1,164.69,0.0,164.69,0.0,0.0,1
20,16,2025-12-23,2,591.29,0.0,591.29,0.0,0.0,2
20,17,2025-12-30,2,433.63,0.0,433.63,0.0,0.0,2
20,18,2026-01-07,5,494.53,0.0,494.53,0.0,0.0,5
20,19,2026-01-13,5,778.16,329.94,448.22,0.0,0.0,5
20,20,2026-01-19,3,468.84,44.32,424.52,0.0,0.0,3
20,21,2026-01-29,3,270.2,0.0,270.2,0.0,0.0,3
20,22,2026-02-02,3,305.11,0.0,305.11,0.0,0.0,3
20,23,2026-02-09,7,2639.95,304.53,2335.42,0.0,0.0,7
20,24,2026-02-16,3,897.4000000000001,518.19,379.21000000000004,0.0,0.0,3
20,25,2026-02-23,3,378.45,41.2,337.25,0.0,0.0,3
23,0,2025-09-05,3,881.26,347.72,533.54,0.0,0.0,3
23,1,2025-09-08,8,4954.92,1986.0700000000002,2968.85,481.61,0.0,8
23,2,2025-09-15,6,9399.93,497.06,8902.87,0.0,0.0,6
23,3,2025-09-23,1,8000.0,0.0,8000.0,0.0,0.0,1
23,4,2025-09-29,9,21708.01,5260.17,16447.84,0.0,0.0,8
23,5,2025-10-06,5,4718.51,2899.7,1818.81,0.0,0.0,5
23,6,2025-10-13,7,11836.08,832.53,11003.55,0.0,0.0,7
23,7,2025-10-21,6,9591.89,1290.1,8301.79,0.0,0.0,6
23,8,2025-10-27,7,17287.04,936.62,16350.42,0.0,0.0,6
23,9,2025-11-03,21,93302.04,93302.04,0.0,0.0,0.0,21
23,10,2025-11-10,22,73720.29000000001,72134.72,1585.5700000000002,0.0,0.0,22
23,11,2025-11-17,23,73667.33,71354.88,2312.4500000000003,0.0,0.0,23
23,12,2025-11-24,22,102720.81,91049.95,11670.86,0.0,0.0,22
23,13,2025-12-01,10,64370.92,64370.92,0.0,0.0,0.0,10
23,14,2025-12-09,5,1212.72,430.66,782.06,0.0,0.0,5
23,15,2025-12-16,5,5488.46,0.0,5488.46,0.0,0.0,5
23,16,2025-12-23,4,2392.84,158.33,2234.51,158.33,0.0,4
23,17,2026-01-02,2,576.37,576.37,0.0,0.0,0.0,2
23,18,2026-01-05,7,6803.63,5913.19,890.44,0.0,0.0,7
23,19,2026-01-14,9,6403.36,186.0,6217.36,0.0,0.0,9
23,20,2026-01-19,5,3673.3199999999997,3639.67,33.65,0.0,0.0,5
23,21,2026-01-26,8,10993.54,5003.12,5990.42,287.97,0.0,8
23,22,2026-02-03,3,2483.11,2298.94,184.17,0.0,0.0,3
23,23,2026-02-09,8,4447.849999999999,2920.7,1527.15,0.0,0.0,8
23,24,2026-02-21,1,242.23,242.23,0.0,0.0,0.0,1
23,25,2026-02-25,6,6819.54,4388.22,2431.3199999999997,0.0,0.0,6
25,0,2025-09-03,3,449.28,53.11,396.16999999999996,0.0,0.0,3
25,1,2025-09-11,1,20000.0,0.0,20000.0,0.0,0.0,1
25,2,2025-09-15,5,20598.91,0.0,20598.91,0.0,0.0,5
25,3,2025-09-22,5,20191.3,83.63,20107.67,0.0,0.0,5
25,4,2025-09-29,5,20174.91,74.28,20100.63,0.0,0.0,5
25,5,2025-10-06,7,561.17,277.90999999999997,283.26,0.0,0.0,7
25,6,2025-10-14,6,1369.82,546.8399999999999,822.9799999999999,402.4,0.0,6
25,7,2025-10-24,2,58145.04,58109.47,35.57,0.0,0.0,2
25,8,2025-10-27,5,53962.26,0.0,53962.26,0.0,0.0,5
25,9,2025-11-03,5,614.5500000000001,26.09,588.46,0.0,0.0,5
25,10,2025-11-10,6,526.9599999999999,57.56,469.4,0.0,0.0,6
25,11,2025-11-18,2,117.16,0.0,117.16,0.0,0.0,2
25,12,2025-11-25,5,453.73,47.88,405.85,0.0,0.0,5
25,13,2025-12-01,3,128.5,0.0,128.5,0.0,0.0,3
25,14,2025-12-09,2,176.59,0.0,176.59,0.0,0.0,2
25,15,2025-12-15,4,434.32,0.0,434.32,0.0,0.0,4
25,16,2025-12-23,2,180.45,0.0,180.45,0.0,0.0,2
25,17,2025-12-29,3,433.21,191.01,242.2,0.0,0.0,3
25,18,2026-01-05,5,571.15,0.0,571.15,0.0,0.0,5
25,19,2026-01-14,4,362.23,52.4,309.83,0.0,0.0,4
25,20,2026-01-22,5,1479.37,0.0,1479.37,0.0,0.0,5
25,21,2026-01-26,3,516.72,424.29999999999995,92.42,18.52,0.0,3
25,22,2026-02-06,2,42.38,42.38,0.0,0.0,37.38,2
25,23,2026-02-09,10,1277.03,74.32,1202.71,74.32,0.0,10
25,25,2026-02-23,5,738.5699999999999,230.73,507.84,0.0,0.0,5
27,0,2025-09-01,6,3792.2900000000004,634.01,3158.28,0.0,0.0,6
27,1,2025-09-09,3,1073.8,0.0,1073.8,0.0,0.0,3
27,2,2025-09-16,3,1659.3000000000002,0.0,1659.3000000000002,0.0,0.0,3
27,3,2025-09-22,4,993.75,379.84,613.91,0.0,0.0,4
27,4,2025-10-02,2,915.33,741.69,173.64,0.0,0.0,2
27,5,2025-10-08,1,116.4,0.0,116.4,0.0,0.0,1
27,6,2025-10-13,4,2484.54,150.72,2333.82,0.0,0.0,4
27,7,2025-10-24,1,120.51,0.0,120.51,0.0,0.0,1
27,8,2025-10-28,1,239.94,0.0,239.94,0.0,0.0,1
27,9,2025-11-03,2,678.5799999999999,0.0,678.5799999999999,0.0,0.0,2
27,10,2025-11-10,4,298695.5,176691.54,122003.96,0.0,0.0,4
27,11,2025-11-17,6,4457.29,675.46,3781.83,0.0,0.0,6
27,12,2025-11-26,3,1604.23,603.78,1000.45,0.0,0.0,3
27,13,2025-12-01,1,127.99,127.99,0.0,0.0,0.0,1
27,14,2025-12-08,3,1100.95,0.0,1100.95,0.0,0.0,3
27,15,2025-12-16,1,263.52,263.52,0.0,0.0,0.0,1
27,16,2025-12-25,4,2190.47,1866.06,324.41,0.0,0.0,4
27,17,2026-01-01,3,496.08,0.0,496.08,0.0,0.0,3
27,18,2026-01-08,2,495.53999999999996,13.34,482.2,0.0,0.0,2
27,19,2026-01-12,5,826.72,112.9,713.8199999999999,0.0,0.0,5
27,20,2026-01-22,1,448.24,0.0,448.24,0.0,0.0,1
27,21,2026-01-28,2,471.43,0.0,471.43,0.0,0.0,2
27,22,2026-02-06,2,1321.16,61.99,1259.17,0.0,0.0,2
27,23,2026-02-11,4,1195.7,803.62,392.08,0.0,0.0,4
27,24,2026-02-18,2,1347.58,0.0,1347.58,0.0,0.0,2
30,0,2025-09-01,3,951.19,95.3,855.89,95.3,0.0,3
30,1,2025-09-08,4,980.4399999999999,0.0,980.4399999999999,0.0,0.0,4
30,2,2025-09-16,1,1022.77,1022.77,0.0,0.0,0.0,1
30,3,2025-09-23,4,3281.21,153.11,3128.1,0.0,0.0,4
30,4,2025-09-30,3,328.51,87.81,240.7,28.4,0.0,3
30,5,2025-10-08,3,556.3399999999999,160.07,396.27,0.0,0.0,3
30,6,2025-10-14,3,367.37,304.98,62.39,0.0,0.0,3
30,7,2025-10-20,2,420.0,238.55,181.45,0.0,0.0,2
30,8,2025-10-27,2,2421.66,1000.22,1421.44,0.0,0.0,2
30,9,2025-11-03,6,1118.71,0.0,1118.71,0.0,0.0,6
30,10,2025-11-16,1,49.31,0.0,49.31,0.0,0.0,1
30,11,2025-11-17,5,305.31,0.0,305.31,0.0,0.0,5
30,12,2025-11-24,4,1128.59,0.0,1128.59,0.0,0.0,4
30,13,2025-12-01,2,66.96,66.96,0.0,22.8,0.0,2
30,14,2025-12-12,1,81.46,81.46,0.0,0.0,0.0,1
30,15,2025-12-16,6,1581.74,272.06,1309.68,0.0,0.0,6
30,16,2025-12-23,6,161789.99,90060.59,71729.4,0.0,0.0,6
30,17,2025-12-29,6,1846.04,443.95,1402.0900000000001,0.0,0.0,6
30,18,2026-01-08,2,1618.77,0.0,1618.77,0.0,0.0,2
30,19,2026-01-14,3,714.48,282.41,432.07,0.0,0.0,3
30,20,2026-01-19,3,283.62,20.54,263.08,0.0,0.0,3
30,21,2026-01-26,5,593.15,405.07,188.07999999999998,0.0,0.0,5
30,22,2026-02-02,3,766.0699999999999,299.56,466.51,0.0,0.0,3
30,23,2026-02-11,5,1386.07,148.44,1237.6299999999999,0.0,0.0,5
30,24,2026-02-17,4,953.36,0.0,953.36,0.0,0.0,4
30,25,2026-02-24,1,73.63,0.0,73.63,0.0,0.0,1
31,0,2025-09-01,4,3726.69,371.25,3355.44,371.25,0.0,4
31,1,2025-09-08,7,10584.25,9942.35,641.9,7872.43,0.0,7
31,2,2025-09-17,4,2769.31,2592.81,176.5,0.0,0.0,4
31,3,2025-09-22,4,5104.62,1183.59,3921.03,0.0,0.0,4
31,4,2025-09-30,4,4432.41,823.0999999999999,3609.3100000000004,0.0,0.0,4
31,5,2025-10-07,6,9363.57,2565.49,6798.08,0.0,0.0,6
31,6,2025-10-13,7,6087.53,1504.6,4582.93,0.0,0.0,7
31,7,2025-10-20,8,15457.69,10202.76,5254.93,0.0,0.0,8
31,8,2025-10-27,5,2104.63,1267.56,837.0699999999999,0.0,0.0,5
31,9,2025-11-04,3,6301.16,327.21,5973.95,0.0,0.0,3
31,10,2025-11-10,3,2138.9900000000002,1528.92,610.07,0.0,0.0,3
31,11,2025-11-17,9,15169.68,14599.33,570.35,0.0,0.0,9
31,12,2025-11-27,3,3035.51,413.19,2622.32,355.3,0.0,3
31,13,2025-12-01,5,7259.12,6161.63,1097.49,421.32,0.0,5
31,14,2025-12-11,2,1154.29,843.92,310.37,0.0,0.0,2
31,15,2025-12-17,10,18167.47,18167.47,0.0,0.0,0.0,10
31,16,2025-12-22,10,28832.09,28832.09,0.0,101.56,0.0,10
31,17,2025-12-30,13,41940.090000000004,33412.99,8527.1,0.0,0.0,13
31,18,2026-01-06,8,30088.780000000002,30088.780000000002,0.0,0.0,0.0,8
31,19,2026-01-12,7,16359.77,2951.21,13408.560000000001,0.0,0.0,7
31,20,2026-01-19,4,5836.639999999999,5152.04,684.6,0.0,0.0,4
31,21,2026-01-26,6,12718.75,8919.7,3799.05,0.0,0.0,6
31,22,2026-02-03,5,11640.07,938.67,10701.4,0.0,0.0,5
31,23,2026-02-11,2,2933.0099999999998,2933.0099999999998,0.0,0.0,0.0,2
31,24,2026-02-16,3,2577.6800000000003,2577.6800000000003,0.0,0.0,0.0,3
31,25,2026-02-25,2,2620.87,0.0,2620.87,0.0,0.0,2
35,0,2025-09-01,11,74274.84,48431.33,25843.510000000002,43550.31,20943.99,11
35,1,2025-09-08,20,73964.85,59441.1,14523.75,56827.68,0.0,20
35,2,2025-09-15,13,68976.35,42034.45,26941.9,35801.96,0.0,12
35,3,2025-09-22,10,32633.820000000003,32633.820000000003,0.0,31992.820000000003,0.0,10
35,4,2025-09-30,9,33965.159999999996,20196.89,13768.27,17745.85,0.0,9
35,5,2025-10-06,8,44460.57,24460.57,20000.0,22798.19,0.0,7
35,6,2025-10-13,13,37151.81,26542.38,10609.43,25585.73,0.0,13
35,7,2025-10-21,15,73836.92,63027.26,10809.66,59169.59,0.0,15
35,8,2025-10-27,14,82746.88,63453.43,19293.45,57626.9,0.0,14
35,9,2025-11-04,10,36015.63,23546.670000000002,12468.96,20663.63,0.0,10
35,10,2025-11-10,8,11575.08,8285.28,3289.8,2871.83,0.0,8
35,11,2025-11-17,8,46408.54,23937.5,22471.04,15811.380000000001,0.0,8
35,12,2025-11-26,7,49379.51,43420.130000000005,5959.38,43420.130000000005,0.0,7
35,13,2025-12-01,12,53257.83,50620.99,2636.8399999999997,49218.87,0.0,12
35,14,2025-12-08,11,28732.81,27097.329999999998,1635.48,21584.7,0.0,11
35,15,2025-12-15,9,47608.54,24887.84,22720.7,24887.84,21764.88,9
35,16,2025-12-22,14,43634.61,40940.02,2694.59,35021.71,0.0,14
35,17,2025-12-29,10,24789.47,24092.72,696.75,22366.68,0.0,10
35,18,2026-01-05,8,26672.809999999998,16522.36,10150.449999999999,6906.21,0.0,8
35,19,2026-01-12,12,162262.07,65657.2,96604.87,33716.07,0.0,12
35,20,2026-01-19,14,51145.18,50466.39,678.79,48366.8,0.0,14
35,21,2026-01-27,11,44558.74,32338.04,12220.7,30536.59,0.0,11
35,22,2026-02-02,13,37401.93,31522.67,5879.26,31108.489999999998,0.0,13
35,23,2026-02-09,9,11083.68,9329.06,1754.6200000000001,5286.14,0.0,9
35,24,2026-02-16,9,60607.840000000004,40226.350000000006,20381.489999999998,38757.58,14170.55,9
35,25,2026-02-23,8,19888.19,19888.19,0.0,16467.47,0.0,8
37,0,2025-09-04,3,1095.81,216.92,878.89,0.0,0.0,3
37,1,2025-09-08,4,2828.48,119.25,2709.23,0.0,0.0,4
37,2,2025-09-15,4,2912.09,0.0,2912.09,0.0,0.0,4
37,3,2025-09-22,4,4682.24,125.71,4556.53,0.0,0.0,4
37,4,2025-10-02,4,7974.849999999999,1781.0,6193.849999999999,1781.0,0.0,4
37,5,2025-10-06,3,1710.77,593.9,1116.8700000000001,0.0,0.0,3
37,6,2025-10-13,7,5420.28,977.04,4443.24,677.12,0.0,7
